rank,score,team_name,kaggle_usernames,last_submission,submission_count
4805,453.1,"Kome_Sh",komeshun,2026-08-23 15:16:14,1
4806,452.8,"Yusuf Yavuz",yusufyavuzz,2026-08-13 00:25:40,1
4807,452.7,"Ankit Kushwaha_06",ankitkushwaha06,2026-08-18 08:10:12,2
4808,452.5,"Ankit0017",ankit0017,2026-08-14 10:16:58,2
4809,452.5,"wsdsby",wsdsby,2026-08-21 15:16:42,2
4810,452.3,"Steven Pun",stevenpunn,2026-08-07 01:59:52,2
4811,452.0,"Harshpreet Singh #2",harshpreetsingh45,2026-08-06 01:06:28,1
4812,452.0,"RyutoKeshi",ryutokeshi,2026-08-24 18:01:49,1
4813,451.9,"KMishra011",kmishra011,2026-08-20 20:30:34,2
4814,451.9,"Davie Mdumuka",daviemdumuka,2026-08-09 19:40:56,1
4815,451.4,"Saj Patel",sajpatel15,2026-08-15 21:55:42,2
4816,451.2,"Anuj Bolewar",anujbolewar,2026-08-18 11:11:01,2
4817,451.1,"Yuvraj",yuvrajkr01,2026-08-23 07:29:44,1
4818,450.9,"Shaik Adilazeez",shaikadilazeez,2026-08-13 09:29:44,1
4819,450.8,"Will Henderson290",willhenderson290,2026-08-14 13:27:25,1
4820,450.8,"Aum Savaliya",aumsavaliya,2026-08-10 20:10:02,2
4821,450.6,"Ritik",xritikx,2026-08-07 18:11:13,2
4822,449.9,"Deepesh Pankaj",deepeshpankaj,2026-08-15 05:58:07,2
4823,449.9,"Mason Mahar",masonmahar,2026-08-16 18:13:46,2
4824,449.8,"Abed Kibbe",abedkibbe,2026-08-24 21:18:47,2
4825,449.6,"karthik Reddy Karri",karthikreddykarri,kovvurisaimohanreddy,vikramadityaabhiram,2026-08-24 12:41:03,2
4826,449.1,"Project_Kurukshetra",chaitanyaterli05,lavanyayandapalli,2026-08-16 05:01:34,2
4827,448.8,"Chris Turnbull",christurnbull,2026-08-11 22:15:57,2
4828,448.6,"Neural Harvest",meghashyampawar,2026-08-24 13:57:14,2
4829,448.6,"Saharkh99",saharkh99,2026-08-24 23:59:56,2
4830,448.6,"anthony mbadiwe ikeme",anthonymbadiweikeme,2026-08-18 09:08:02,2
4831,448.5,"tenfish",oygdri,takatoyoshikawa,2026-08-25 04:19:38,2
4832,448.3,"Andres Mohali",mohax3,2026-08-13 23:03:25,2
4833,448.2,"sadanamaru",sadanamaru,2026-08-25 01:35:54,2
4834,448.1,"Andrei Dzis",dzisandy,2026-08-10 18:28:15,2
4835,447.7,"Peter Mugoya",petermugoya,2026-08-23 05:48:41,2
4836,447.7,"Blu cky",llmdablucky,2026-08-09 19:13:27,2
4837,447.4,"askBillyWhatMamaDid",askbillywhatmamadid,2026-08-08 04:35:59,2
4838,446.8,"orivael",orivael,2026-08-05 21:20:17,2
4839,446.7,"Jpadilla987@gmail.com",jpadilla987gmailcom,2026-08-24 03:43:41,2
4840,446.7,"Kaggri Farmers",jayant99acharya,satvikkolluru,2026-08-23 08:19:08,2
4841,446.4,"OURNO PAPA SALIF",belfiremine,2026-08-07 23:18:43,2
4842,446.3,"Big Balls Entertainment",pavivin,semenkolesnikov,2026-08-12 10:18:24,2
4843,446.3,"Aremanda Yasaswini",aremandayasaswini,2026-08-13 09:27:46,1
4844,445.9,"tejaswini kakollu",tejaswinikakollu,2026-08-13 09:12:37,1
4845,445.9,"Hiroshi Sakiyama",hiroshisakiyama,2026-08-14 13:22:19,2
4846,445.3,"Nagimov Timur",nagimovtimur,2026-08-20 21:10:30,2
4847,445.2,"h_jun",lhjoon77,2026-08-10 06:21:12,1
4848,445.1,"Константин Паращук",kangchenxi,2026-08-08 09:15:08,1
4849,445.1,"Giovani Moresco",giovanimoresco,2026-08-06 05:30:45,2
4850,445.0,"Shijian Wen",shijianwen,2026-08-06 09:40:44,2
4851,445.0,"SATENDRA SINGH",satendrasingh9876,2026-08-16 05:38:21,2
4852,444.8,"Erlanda Miko P",snneva,2026-08-23 07:02:01,2
4853,444.5,"MP Gamimg",okadahiroshi,2026-08-19 13:33:49,2
4854,444.2,"GorgeousCookie",axellindqvist,2026-08-06 09:17:13,2
4855,444.0,"Zehra Basaral",zehrabaaral,2026-08-07 10:42:57,2
4856,443.7,"MADUPU.SRINIDHI",madupusrinidhi,2026-08-24 10:43:10,1
4857,443.7,"Joseph Garcia",josephpgar,2026-08-19 16:28:08,2
4858,443.7,"THE predict",vikaspal505,2026-08-13 21:18:25,2
4859,443.5,"NeoCodes.Dev",neocodesdev,2026-08-23 23:53:10,2
4860,443.3,"Niels de Gier",nielsdegier,2026-08-07 15:57:04,2
4861,443.3,"AryaGarg23",aryagarg23,2026-08-09 03:33:14,2
4862,443.3,"BorisSpider",borisspider,2026-08-13 11:34:46,2
4863,443.2,"Zhu Liang",paradite,2026-08-24 10:32:19,2
4864,443.1,"samuel job Adeola ",samueljobadeola,2026-08-25 00:01:45,2
4865,442.9,"Dharshini",dharshini1812,2026-08-08 15:00:05,2
4866,442.6,"Kayvan Sinha",kayvansinha,2026-08-11 15:23:35,2
4867,442.4,"Solidscripts.io",juancamera1,2026-08-23 23:41:23,2
4868,442.1,"Umut Doruk Öztürk",umutdorukztrk,2026-08-25 00:41:55,2
4869,441.8,"Defne Demir",defnedemir,2026-08-11 18:27:36,2
4870,441.1,"Raunak Phull",raunakphull4,2026-08-10 11:14:44,2
4871,441.0,"page0526",page0526,2026-08-24 17:28:12,1
4872,441.0,"TS Farmer",shivangkainth,tusharsekhri27,2026-08-13 11:22:09,2
4873,440.9,"marinxbt",marinxbt,2026-08-24 17:24:39,2
4874,440.9,"zongze Yan",aaayan,2026-08-19 15:23:21,2
4875,440.7,"Light&Thunder",yerne39,2026-08-09 06:39:19,2
4876,440.6,"Andrea Jordan Paro",andreajordanparo,2026-08-24 11:24:14,2
4877,440.5,"ahankesumah",ahankesumah,2026-08-16 07:34:05,2
4878,440.4,"Luca Lullo",lucalullo,2026-08-05 20:21:38,2
4879,440.0,"hitesh",shahhs,2026-08-05 19:29:28,2
4880,440.0,"Bradley ZODOME",bradleyzodome,2026-08-19 07:06:18,2
4881,439.8,"Andrew Glez",andgos,2026-08-04 12:10:17,1
4882,439.5,"K VISHALINI",kvishalini,2026-08-13 06:59:27,2
4883,439.4,"arai9953",arai9953,2026-08-24 22:46:57,2
4884,439.3,"jps",jahaziel,2026-08-06 08:36:04,2
4885,438.9,"n_samii",nsamii,2026-08-14 01:20:08,2
4886,438.9,"James Atteh",jamesatteh,2026-08-15 19:34:17,2
4887,438.6,"Azamat Sadikov",azamatsadikov,2026-08-21 22:48:03,2
4888,438.5,"Dhiya Nachimuthu",dhiyanachimuthu,2026-08-23 10:46:18,2
4889,438.2,"Amit Kumar",anmitkumar,2026-08-06 05:44:30,2
4890,438.1,"Albert Einstein F Muritiba",spideryzarc,2026-08-21 02:27:16,2
4891,437.9,"huangjunjia",huangjunjia777,2026-08-04 14:12:26,2
4892,437.4,"Sebastian Adamatzky",sebastianadamatzky,2026-08-14 19:10:23,2
4893,437.3,"Not Found",ammarkhan05,zainabirfanansari,2026-08-17 16:32:16,4
4894,436.9,"Jan Moilanen",janmoilanen,2026-08-09 12:02:17,2
4895,436.8,"Mitsuhiro Iizuka",mitsuhiroiizuka,2026-08-04 10:31:00,2
4896,436.6,"betagammashtrit",betagammashtrit,2026-08-21 17:24:17,2
4897,436.5,"silvan ion",john1one,2026-08-08 13:05:39,2
4898,436.4,"Vikram Tiwari",vikramtiwari,2026-08-10 11:12:26,2
4899,436.3,"Colt",nht1990,2026-08-21 14:55:50,2
4900,436.0,"messibeatgravity",messibeatgravity,2026-08-24 05:34:05,1
4901,436.0,"Bumblerrr",bumblerrr,2026-08-06 19:46:02,2
4902,435.8,"Ahmed Harfoush",ahmed1harfoush,2026-08-19 09:47:45,1
4903,435.4,"theken",theken,2026-08-09 12:19:19,2
4904,435.3,"Anandhasabesan",anandhasabesan,2026-08-09 13:50:37,1
4905,435.0,"JD_Mello",jdmello,2026-08-25 02:39:04,2
4906,434.8,"Adriana Redondo",adrianaredondo,2026-08-15 19:39:41,1
4907,434.7,"Trishanth Mellimi",trishanthmellimi,2026-08-15 07:09:55,2
4908,434.5,"Ajith Bagali",ajithbagali,2026-08-15 12:23:37,2
4909,434.3,"TTH",tthungdz,2026-08-07 08:21:16,2
4910,434.0,"Tesfahun Feleke",tesfahunfeleke,2026-08-25 05:07:02,2
4911,433.9,"Simon Preuss",simonpreuss01,2026-08-12 16:39:55,2
4912,433.9,"Udit Aggarwal1",uditaggarwal1,2026-08-08 19:09:27,2
4913,433.9,"Acteus",acteus,2026-08-06 00:01:12,2
4914,433.6,"Ghaith Kammoun",ghaithkammoun,2026-08-24 21:19:54,2
4915,433.5,"kyran sinha",kyransinha,2026-08-14 14:21:34,2
4916,433.5,"Greek olive oil",alexanderchar,2026-08-09 19:56:48,2
4917,433.3,"zama",zamami,2026-08-25 04:31:12,2
4918,433.3,"Emmy",emmyone,2026-08-16 14:42:01,2
4919,433.3,"Tresor Mufalme.",tresormufalme,2026-08-08 09:29:05,2
4920,433.2,"HahaTaco",hahataco,2026-08-16 16:55:03,2
4921,432.6,"Kumar Saurabh",bakakaka,2026-08-17 10:14:44,1
4922,432.5,"Dickie",dickieho,2026-08-09 09:05:10,2
4923,432.3,"Kirderf",kirderf,2026-08-24 18:44:54,2
4924,432.2,"Mandhati Sai ganesh",mandhatisaiganesh,2026-08-06 06:36:45,2
4925,432.1,"Nikhil Krishna A",techmasternikhil,2026-08-23 20:34:23,2
4926,432.1,"Attempt Seven",attemptseven,2026-08-10 10:13:50,2
4927,432.0,"ARM",midhun4126,mrohithjohn,2026-08-23 11:30:11,2
4928,431.8,"dlv",ducott1,2026-08-13 11:11:14,2
4929,431.8,"Lourenz Baliber",lourenz,2026-08-18 00:34:06,1
4930,431.8,"Saad Arain",saad451,2026-08-09 12:27:08,2
4931,431.8,"Vipparla Nandini",vipparlanandini,2026-08-17 06:29:48,1
4932,431.7,"毛治钦",maozhiqinf,2026-08-24 01:23:30,1
4933,431.6,"ziszim",ziszim,2026-08-16 15:54:45,2
4934,431.5,"Shaik Sabiya",shaiksabiya55,2026-08-12 09:15:22,2
4935,431.4,"Kunj Kansara",kunjkansara,2026-08-05 13:41:26,1
4936,431.3,"Ci Zhu",zhuci1993,2026-08-16 07:03:55,2
4937,431.0,"Sean Southwick",seansouthwick,2026-08-10 01:09:27,1
4938,431.0,"ZeViX",codinggeek101,vedantkhete,2026-08-05 07:38:18,2
4939,430.8,"Julien Serbanescu",julienserbanescu,2026-08-12 14:32:50,2
4940,430.8,"Om Raval08",omraval08,2026-08-21 02:57:23,2
4941,430.7,"Rahman Aliyev",rahman4li,2026-08-22 12:29:05,2
4942,430.2,"Kunal Rout",charlotte26,2026-08-06 05:48:25,2
4943,430.1,"vlad.shorodok",vladshorodok,2026-08-16 18:05:09,2
4944,429.5,"Karam96",karam96,2026-08-08 11:40:36,2
4945,429.5,"kyunyoung",kyunyoung,2026-08-14 07:16:00,2
4946,429.4,"יוסף בש",josiii123212,2026-08-09 15:11:23,2
4947,429.2,"Naga Vinay Avvaru",anagavinay,2026-08-05 07:04:44,2
4948,428.9,"toukali samir",toukalisamir,2026-08-07 13:43:05,2
4949,428.8,"Grant Biellak",grantbiellak,2026-08-05 22:52:01,2
4950,428.3,"HYPEREUCLIDEAN",hypereuclidean,2026-08-19 07:47:48,2
4951,428.2,"Fahim Montasir",fahimmontasir,2026-08-10 16:15:10,2
4952,428.0,"AgroVisionAI",aishwaryvarshney,bhuppisharma,kirtisharmaphd,pragyasingh59,priyasingh0590,2026-08-11 19:52:49,2
4953,428.0,"Donnell Layne",jupiter1127,2026-08-07 15:40:35,2
4954,427.9,"fatariq",fatariq,2026-08-10 21:18:35,2
4955,427.9,"Thivvin Raj",thivvinraj,2026-08-13 03:53:35,2
4956,427.6,"FieldOps",sycpr1me,2026-08-10 16:16:03,2
4957,427.4,"Shiva Neshan yuva",shivaneshanyuva,2026-08-15 18:39:16,2
4958,426.9,"yukio",yukioseki,2026-08-25 02:51:51,2
4959,426.7,"Kavyanshu Singh",kavyanshusingh,2026-08-11 10:47:02,2
4960,426.1,"Enzo Pio",enzopio,2026-08-21 16:44:03,2
4961,426.1,"moncef elm",moncefelm,2026-08-11 04:34:28,2
4962,425.9,"Thanush Soma",thanushsoma,2026-08-10 09:49:02,2
4963,425.8,"NISCHAY SANJAY JIWANKAR 23115098",nischay2908,2026-08-13 05:38:18,2
4964,425.7,"Mohamed Aashik 24",mohamedaashik24,2026-08-22 17:29:39,2
4965,425.3,"Deveshwar U",deveshwaru,2026-08-06 18:49:27,2
4966,425.2,"花朝",xhxyyds,2026-08-05 04:10:02,2
4967,425.1,"Sabari V",sabari112005,2026-08-15 14:38:41,2
4968,425.0,"Sushmitha Vasantha",sushmithavasantha,2026-08-13 09:08:29,1
4969,424.9,"Phong Khoi",phongkhoi,2026-08-04 12:20:52,2
4970,424.5,"ABDELGHANY",abdelghanyrageh,2026-08-12 11:04:36,2
4971,424.5,"Ethan Marchisano",ethanmarchisano,2026-08-24 21:36:54,2
4972,424.4,"xisheng feng",xishengfeng,2026-07-31 01:31:47,2
4973,424.4,"Takuya Yoshimi",tkyysm,2026-08-04 05:16:22,2
4974,424.3,"Sambit Padhan",sambitpadhan,2026-08-05 10:10:10,2
4975,424.2,"Baran Haydar",baranhaydar,2026-08-12 06:56:50,2
4976,424.2,"GOMATHI PRIYA",gomathipriyaraj22,2026-08-13 06:38:45,2
4977,424.0,"Edris Yawar #2",edrisyawar,2026-08-20 22:10:56,1
4978,423.9,"Kite",kiteyinlong,2026-08-17 16:26:55,1
4979,423.5,"Julia Fredo",juliafredo,2026-08-25 01:32:51,2
4980,423.4,"VEER GOMA",novaxoxo,2026-08-14 15:42:47,2
4981,423.2,"Khadersha.sk",khadershask,2026-08-03 02:45:03,2
4982,422.8,"Tetsuya Sasaki",sasakitetsuya,2026-08-05 04:30:30,2
4983,422.7,"Aleksander Iżemski",aizemski,2026-08-05 20:52:54,2
4984,422.5,"dffzno1",joyzip,2026-08-14 01:44:55,2
4985,422.4,"shu10038",shu10038,2026-08-24 14:02:39,2
4986,422.3,"Rounak Laddha",rounakladdha,2026-08-15 01:47:41,1
4987,422.2,"S. Mujtaba Hussain",smujtabahussain,2026-08-24 09:03:49,2
4988,421.9,"Manaswi Bansal",manaswibansal,2026-08-16 06:28:05,2
4989,421.9,"lli",colesuoseue,2026-08-24 14:40:36,2
4990,421.8,"Yurnero",samson8,2026-08-04 21:24:04,1
4991,421.6,"Preeti Dhotmal",preetidhotmal,2026-08-15 19:15:24,2
4992,421.5,"yuvaraj kanchana",yuvarajkanchana,2026-08-07 21:55:16,2
4993,421.3,"Gigrise",gigrais,2026-08-24 08:54:48,2
4994,421.3,"AAYUSHMAAN PATEL",aayushmaanpatel,2026-08-09 08:16:53,2
4995,421.1,"Abhas20",abhas20,2026-08-19 10:02:51,2
4996,420.9,"Pravin Takpire",pravintakpire,2026-08-11 08:17:51,2
4997,420.8,"VaraPrabha",galiveetipoornima,2026-08-10 04:36:00,2
4998,420.6,"Sisu16",sisu16,2026-08-13 20:13:27,2
4999,420.5,"U Anand Williams",uanandwilliams,2026-08-13 09:19:09,1
5000,420.4,"yun",yuyumarupython,2026-08-15 09:10:21,2
5001,420.1,"Alejandro Fonda",alejandrofonda,2026-08-24 07:03:16,2
5002,420.0,"rRTZZZ",rrtzzz,2026-08-17 02:43:14,2
5003,420.0,"Emergence",daylighth,2026-08-10 03:21:04,2
5004,420.0,"Quenux Studio",dieguis1976,2026-08-12 17:01:46,2
5005,419.9,"Vishal Dubey",visha1dubey,2026-08-11 08:51:13,2
5006,419.9,"Shadow Monarch",avinashk01,2026-08-17 06:45:10,2
5007,419.8,"timur tytrin",timurtiutrin,2026-08-18 07:37:46,2
5008,419.7,"BALLEN1337",ballen1337,2026-08-04 19:22:30,2
5009,419.4,"Ishant Mittal",ishantmittal95,2026-08-08 09:24:57,2
5010,419.4,"Tanishq Tayade",tanishqtayade,2026-08-11 10:29:59,1
5011,419.4,"Clarence Trinidad",claree007,2026-08-07 17:53:59,2
5012,419.2,"Pablo Gomez Perez",pablogp,2026-08-18 06:54:09,2
5013,419.1,"minghao mei",minghaomei,2026-08-02 09:57:29,1
5014,419.0,"Juan Pablo Ponce",juanpabloponce28,2026-08-08 03:34:18,2
5015,419.0,"Alexey Kuleshov",alexkulll,2026-08-04 12:07:51,2
5016,418.9,"Danny De Bree",dannydebree,2026-08-20 09:46:36,1
5017,418.6,"BeyondBirthday",near07,2026-08-09 06:39:01,2
5018,418.5,"Gordy",gordyii,2026-08-17 09:07:48,2
5019,418.5,"Jatin khandelwal112",jatinkhandelwal112,2026-08-05 11:26:41,2
5020,418.1,"André Luiz Pedroso",andreluizpedroso,2026-08-09 11:59:19,1
5021,418.1,"those how",thosehow,2026-08-04 07:50:57,2
5022,418.1,"kyone",xtraky,2026-08-18 08:09:32,1
5023,418.0,"Yuankun Liu",lyk1652,2026-07-31 15:48:13,2
5024,418.0,"ToMY F.",tomyfdev,2026-08-11 11:34:31,1
5025,417.8,"Jia Chen",jiachenjasper,2026-08-06 20:07:01,2
5026,417.8,"Jacob Stambaugh",jacobstambaugh,2026-08-19 17:53:29,2
5027,417.7,"oriolgalceran",oriolgalceran,2026-08-20 09:52:32,2
5028,417.6,"BYRON OKOU",byronokou,2026-08-15 14:37:36,2
5029,417.6,"nrg",nargizaskarbekkyzy,2026-08-04 20:19:50,1
5030,417.5,"404 Crop Not Found",aiprojector,boazx15,2026-08-15 17:05:24,2
5031,417.4,"Jashan Bajwa",jashanbajwa,2026-08-22 12:56:30,2
5032,417.2,"Sandeep063",sandeep063,2026-08-22 13:27:24,2
5033,416.9,"Oliver Curtis1",olivercurtis1,2026-08-09 14:51:57,2
5034,416.8,"Aryant Jadhav",aryantjadhav,2026-08-15 18:57:18,2
5035,416.6,"OliverYip",oliveryip,2026-08-25 05:21:22,2
5036,416.4,"Akshaj Shandilya",akshajshandilya,2026-08-06 03:14:36,2
5037,416.0,"Ososanwo Idris Olaitan",ososanwoidrisolaitan,2026-08-23 07:06:54,1
5038,415.4,"Tanisha Sahu",tanisha3,2026-08-02 14:39:27,2
5039,415.3,"JIlong Zhou",acemaker,2026-08-17 02:13:10,1
5040,415.2,"malibu_orange",malibuorange,2026-08-21 01:09:01,2
5041,415.0,"Michael J Hammel",michaeljhammel,2026-08-01 11:37:10,2
5042,414.8,"AVATAR3905",avatar3905,2026-08-06 18:14:01,2
5043,414.4,"Veiled Star",veiledstar,2026-08-10 13:36:49,2
5044,414.2,"Garrick C.P.",garrickchinnis,2026-08-10 18:12:06,2
5045,413.7,"angusdddsa",angusdddsa,2026-08-04 06:04:22,2
5046,413.5,"Yudha Eka Saputra",yudhaekasaputra,2026-08-04 19:28:31,2
5047,413.3,"p pxl16",ppxl16,2026-08-19 09:49:35,2
5048,412.9,"Vasantha Kumar552",vasanthakumar552,2026-08-19 07:22:10,2
5049,412.8,"Attique Ansari",attiqueansari,2026-08-22 11:50:42,2
5050,412.8,"Neel Patel",n33lpat3l,2026-08-14 19:33:43,2
5051,412.7,"Perumalla Pujitha",perumallapoojitha,2026-08-12 18:09:24,2
5052,412.3,"Mohit_Singh",mohitsingh955,2026-08-23 14:56:10,2
5053,412.1,"David kinyanjui",davidkinyanjui,2026-08-14 08:52:50,2
5054,412.0,"Afia Animah Fosu",afiaanimahfosu,2026-08-04 18:21:50,2
5055,412.0,"qwertyDmitry",qwertydmitry,2026-08-05 13:44:24,2
5056,411.7,"Yukihito Ikoma",yikoma,2026-08-19 02:56:23,2
5057,411.5,"MitulbhBhatia",mitulbhbhatia,2026-08-18 04:02:38,2
5058,411.3,"Vishisht Gupta",vishishtgupta,2026-08-16 16:16:54,2
5059,411.1,"qiuchenglong",qiuchenglong,2026-08-07 09:25:48,2
5060,411.1,"Thiyo",thimirajayasekara,2026-08-18 11:51:04,2
5061,411.0,"Nikhil Srivastava",nikhilsrivastavark,2026-08-15 08:47:12,2
5062,411.0,"onick_man",ftakahas,2026-08-22 08:12:53,2
5063,410.9,"turkenm",turkenm,2026-08-06 13:03:36,2
5064,410.7,"Prasanna Raut",prasannaraut,2026-08-08 20:41:38,2
5065,410.7,"Terrell Millz",terrellmillz,2026-08-10 16:08:33,2
5066,410.5,"Desireog71",desireog71,2026-08-08 15:01:19,2
5067,410.4,"YUYUTA",yuyuta,2026-08-09 05:39:50,2
5068,410.1,"Yuvraj Bhati",avioon,2026-08-24 20:28:23,1
5069,410.0,"Rithuraj Nambiar",rithurajnambiar,2026-08-06 18:11:41,2
5070,410.0,"Đức Trung Trần",ctrungtrn,2026-08-24 11:01:33,2
5071,409.9,"neuroxaker",neuroxaker,2026-08-22 14:50:32,2
5072,409.8,"Dai_Research",dairesearch,2026-08-18 10:40:17,2
5073,409.8,"Saish Walavalkar02",harichaudhari1,kaiserjayin,meetramjiyani,nirbhaygajabi30,saishwalavalkar02,2026-08-09 12:44:51,2
5074,409.7,"Pongsaky",gantanch,2026-08-01 12:56:02,2
5075,409.7,"HumsAuraTech",humaima03,2026-08-21 17:11:42,2
5076,409.6,"Jebez Oswald",jebezoswald,2026-08-10 05:38:15,2
5077,409.6,"Ashutosh jatav",ghost1412,2026-08-09 13:34:45,2
5078,409.5,"detectivseb",detectivseb,2026-08-12 10:34:45,2
5079,409.4,"KeswaniRohit",keswanirohit,2026-08-22 17:19:18,2
5080,409.4,"CruelShow",cruelshow,2026-08-21 20:00:15,2
5081,409.3,"Pelamovic ",pelamovic,2026-08-24 16:06:04,2
5082,409.2,"sovit karki",sovitkarki,2026-08-12 17:21:13,2
5083,409.1,"Mohamed Amadu Bangura",mohamedamadubangura,2026-08-04 16:14:07,1
5084,408.9,"Vishwajeet-maker",vishwajeetmaker,2026-08-17 21:17:02,1
5085,408.3,"JD Crew",abhijnanpodder,ahsafabid,2026-08-06 12:52:58,2
5086,408.1,"rayofc",rayofc,2026-08-24 06:41:25,2
5087,408.0,"Anurag irawit",anuragirawit,2026-08-08 20:18:31,2
5088,407.9,"Wal8800",wal8800,2026-08-24 18:51:29,2
5089,407.8,"yann sadowski",yannsadowski,2026-07-31 09:39:25,1
5090,407.6,"Raúl García Gómez",corso138,2026-08-04 17:04:39,2
5091,407.3,"Prem Kumar",premkumar099,2026-08-23 19:33:01,2
5092,407.3,"Clarice Harijanto",clariceting,2026-08-14 04:28:13,2
5093,407.3,"João Marcelo Curi",joomarcelocuri,2026-08-05 18:31:19,2
5094,407.3,"Hoàng Anh Tú",anhtu9999,2026-08-12 23:59:58,2
5095,407.1,"Ch.Manvita",chmanvita,2026-08-16 16:33:52,2
5096,407.0,"Karakam Sridevi",karakamsridevi,2026-08-11 07:44:48,2
5097,406.9,"Fascetta",fascetta,2026-08-07 20:48:53,2
5098,406.3,"Yash Rana",yashrana24,2026-08-18 04:57:04,2
5099,405.9,"Rodrigo Batista da Silva",eurodrigobatista,2026-08-13 13:35:19,2
5100,405.7,"Daniel",danielyazgi,2026-08-05 12:21:37,2
5101,405.6,"Rishabh@1304",rishabh1304,2026-08-24 07:28:09,2
5102,405.5,"Shubham kumar jha",shubhamjhakr,2026-08-23 07:36:36,2
5103,405.2,"Niteshwar Mishra",niteshwarmishra,2026-08-08 10:02:22,2
5104,405.0,"Md. Adnan",mdadnan96,2026-08-24 03:45:09,2
5105,405.0,"Charbel Nehme",charbelnehme,2026-08-23 04:38:44,2
5106,404.9,"Arunagirinadan Sudharshan",sudhanaruna,2026-08-18 18:27:34,2
5107,404.6,"Siddardha Shayini",siddardhashayini3,2026-08-04 14:23:48,2
5108,404.4,"Wanzhu Zhao",wanzhuzhaora,2026-08-04 13:04:05,2
5109,404.4,"zhaimh",zhaimh,2026-08-14 02:43:21,2
5110,404.3,"naniwazu",naniwazu,2026-08-23 07:16:52,2
5111,404.3,"stork8i",stork8i,2026-08-14 13:16:26,1
5112,404.2,"Meghana Busse",meghanabusse,2026-08-13 09:33:08,1
5113,404.2,"Akshay Kashyap",akshaykashyapakku,2026-08-10 17:10:28,2
5114,404.1,"jegazhu",jegazhu,2026-08-13 22:25:15,2
5115,403.9,"Eliyas sk",eliyassk,2026-08-05 13:00:35,2
5116,403.9,"Broomva",broomva,2026-08-05 14:57:35,1
5117,403.9,"showtree",showtree,2026-08-07 01:59:30,1
5118,403.9,"Kavuri Sravya",kavurisravya,2026-08-19 02:33:01,2
5119,403.9,"Safin",safinlynx,2026-08-22 17:50:27,2
5120,403.8,"Sibi Vishnu",sibivi,2026-08-08 10:35:33,2
5121,403.4,"rajan jha",rajan1673,2026-08-13 12:05:42,2
5122,403.4,"xpxg",deepxchat,2026-08-16 17:04:22,2
5123,403.2,"Krishnamurthy Venkatasubramanian",krishnamurthyvenkat,2026-08-05 15:09:46,2
5124,403.0,"Vikas Kumar",vikshit104,2026-08-19 07:45:54,2
5125,402.9,"Smit Deshaval",smitdeshaval11,2026-08-24 17:44:12,2
5126,402.8,"Alejandro Ayestaran",alejandroayestaran,2026-08-24 19:22:57,2
5127,402.6,"chabinhwang",chabinhwang,2026-08-22 14:33:59,1
5128,402.5,"Debanshu Mallick",debanshumallickiisc,2026-08-07 05:27:56,1
5129,402.1,"Hojin Jang",hojinjang,2026-08-20 09:59:20,2
5130,401.6,"NOOBS",patelkrishna8,sakshamranawade,shravanideshpande25,2026-08-09 19:58:48,2
5131,401.5,"YogeshG22",yogeshg22,2026-08-03 17:58:51,2
5132,401.5,"NoxMetenis",avasgaire,2026-08-15 17:54:03,1
5133,401.1,"greySnow",shlomoron,2026-08-08 00:36:32,2
5134,401.0,"bumbum",krzysztoff1,2026-08-14 12:59:51,2
5135,400.9,"T Vamsi Krishna",vamsee3763,2026-08-13 09:37:43,1
5136,400.8,"Handsome Heretic",handsomeheretic,2026-08-21 19:14:30,2
5137,400.7,"BarkeviousBingo",barkeviousbingo,2026-08-19 04:34:59,2
5138,400.5,"Monika Kocianova",monikakocianova,2026-08-14 11:01:11,2
5139,400.5,"Adekojo Adeyemi",adekojoadeyemi,2026-08-04 15:25:52,1
5140,400.4,"Brian Toman",briantoman,2026-08-09 15:56:22,2
5141,400.0,"NITISH_GOYAL1",nitishgoyal1,2026-08-13 06:49:44,2
5142,400.0,"James",jamesquirk,2026-08-17 16:52:18,2
5143,400.0,"wo zhe yi sheng ru lu bo bing",ivanlo103,panckck,waijai,2026-08-10 16:53:48,2
5144,399.9,"sugan Chandrasekar",suganchandrasekar,2026-08-16 11:02:09,2
5145,399.4,"dk07dk",dk07dk,2026-08-22 14:34:17,1
5146,399.2,"cleanledger",cleanledger,2026-08-07 13:38:23,2
5147,399.1,"Dev Shah",imdevshah11,2026-08-08 01:52:52,2
5148,398.7,"Matheus Finger",matheusfinger,2026-08-18 14:20:01,2
5149,398.3,"Enrique.rfm",enriquerfm,2026-08-24 18:16:25,2
5150,398.2,"JIUZHOU CHAN",jiuzhouchan,2026-08-23 05:34:58,2
5151,398.2,"T3485D5T",danijelbilalli,t3485d5t,2026-08-24 14:35:40,2
5152,398.1,"Babul Kumar",babulkumar07,2026-08-02 07:46:50,2
5153,398.0,"JAYASURYA R",suryar261,2026-08-05 15:43:01,2
5154,397.6,"Jacob Ross Piedad",jacobrosspiedad,2026-08-06 12:15:14,1
5155,397.2,"PRASHANT SHUKLA91",prashantshukla91,2026-08-24 18:06:25,1
5156,397.2,"Khôi Trương",kiykhoi,2026-08-10 01:11:55,1
5157,396.7,"JordanM10",jordanm10,2026-08-05 19:54:08,1
5158,396.7,"ggggalaxy",ggggalaxy,2026-08-16 12:57:58,2
5159,396.5,"Sydney",n3yan7,2026-08-24 12:42:27,2
5160,396.4,"MlMlDev34",mlmldev34,2026-08-01 11:26:52,2
